id,categoria,nombre,precio,imagen
1,ALL IN ONE,"HP ProOne 240 G10 ULTRA5-125U 4,3 GHz,16GB DDR5, SSD M.2 512 GB, FHD (1920 x 1080) IPS 23.8 PULG, TECLADO EN ESPAÑOL, SO.FREE, PN: CQ1V5LT#ABM",3080.0,
2,NOTEBOOKS,"NB LENOVO V15 G4 ATHLON SILVER 7120U 3.5GHz, 8GB DDR5, SSD 256GB NVMe, LED 15.6"" FHD (1920x1080), WCAM HD 720p, TECLADO EN ESPAÑOL, SO.FREE.         PN 82YU00X5LM",1920.0,
3,NOTEBOOKS,"NB HP 15-FD1258LA   CORE 5-120U 5.0GHz , 8GB DDR5, SSD 256 GB, LED 15.6"" FHD (1920 x 1080), WCAM 720P, TECLADO EN ESPAÑOL, SO. FREE      PN:  DM8V2LA#ABM",2480.0,
4,NOTEBOOKS,"NB LENOVO V15 G5 IRL CORE I5 - 13420H  2.1 / 4.6 GHZ, 8GB DDR5, SSD 512 GB NVMe, LED 15.6"" FHD (1920x1080), WCAM 720P, TECLADO EN ESPAÑOL, SO. FREE. PN: 83GW005LLD",2548.0,
5,NOTEBOOKS,"NB LENOVO IDEAPAD SLIM 3 15IRH10 CORE I5 - 13420H 4,9 GHz, 8 GB DDR5, SSD 512 GB NVME,  PANTALLA TÁCTIL  IPS 15.3"" WUXGA (1920x1200),  WCAM, TECLADO EN ESPAÑOL, SO.FREE.    PN 83K10152LM",2680.0,
6,NOTEBOOKS,"NB LENOVO IDEAPAD SLIM 3 RYZEN 7 - 7735HS 4.75GHz, 16 GB DDR5, SSD 512 GB NVME, OLED 14"" WUXGA (1920x1200),  WCAM, TECLADO EN ESPAÑOL, SO.FREE.    PN 83K600B6LM",2900.0,
7,NOTEBOOKS,"NB HP 250R G10 CORE 7-150U 5.4 GHz , 16GB DDR5, SSD 512 GB, LED 15.6"" HD (1366 x 768), WCAM 720P, TECLADO EN ESPAÑOL, SO. FREE.             PN: D2DX8AT#ABM",3228.0,
8,NOTEBOOKS,"NB LENOVO IDEAPAD SLIM 3 15IRH10 CORE I7-13620H 4,9 GHz, 16 GB DDR5, SSD 512 GB NVME, IPS 15.3"" WUXGA (1920x1200),  WCAM, TECLADO EN ESPAÑOL, SO.FREE.    PN 83K101FFLM",3280.0,
9,NOTEBOOKS,"NB LENOVO IDEAPAD SLIM 3 15IRH10 CORE I7-13620H 4,9 GHz, 16 GB DDR5, SSD 512 GB NVME, PANTALLA TÁCTIL IPS 15.3"" WUXGA (1920x1200) ,  WCAM, TECLADO EN ESPAÑOL, SO.FREE.    PN 83K101EVLM",3440.0,
10,NOTEBOOKS,"NB LENOVO GAMING LOQ 15IAX9E CORE I5-12450HX 3,1 GHz, 8GB DDR5, SSD 512GB NVMe, T.VIDEO RTX 3050 6GB, IPS 15.6""  FHD (1920x1080), WCAM 720p, TECLADO EN ESPAÑOL, SO.FREE         PN:83LK00ETLM",3300.0,
11,NOTEBOOKS,"NB LENOVO GAMING LOQ 15IAX9 IA CORE I5-12450HX  4.4GHZ ,8GB DDR5, SSD 512GB NVMe, T.VIDEO RTX 3050 6 GB, LED 15.6""  FHD (1920x1080), WCAM 720P, TECLADO EN ESPAÑOL, SO.FREE   PN: 83GS006WLM",3460.0,
12,NOTEBOOKS,"NB HP VICTUS 15-FA2035LA CORE I5 - 13420H 4,6 GHz, 8 GB DDR5, SSD 512GB NVMe, T.VIDEO RTX 3050 6 GB, LED 15.6""  FHD (1920x1080), WCAM 720p, TECLADO EN ESPAÑOL, SO.FREE                       PN:D74JMLA#ABM",3800.0,
13,NOTEBOOKS,"NB LENOVO GAMING LOQ 15ARP9 RYZEN 5 - 7235HS 3.2/4.2GHz, 8GB DDR5, SSD 512GB NVMe, T.VIDEO RTX 3050 6 GB, LED 15.6""  FHD (1920x1080), WCAM 1080P, TECLADO EN ESPAÑOL, SO.FREE.              PN:83JC00MJLM",3980.0,
14,NOTEBOOKS,"NB LENOVO GAMING LOQ 15ARP10E RYZEN 7 - 7735HS 4.75GHz, 16 GB DDR5, SSD 512GB NVMe, T.VIDEO RTX 3050 6 GB, LED 15.6""  FHD (1920x1080), WCAM 1080P, TECLADO EN ESPAÑOL, SO.FREE              PN:83S0004HLM",3988.0,
15,NOTEBOOKS,"NB LENOVO GAMING LOQ ESSENTIAL 15IRX11 CORE I5 - 13450HX 1,8/3,4 GHz, 16GB DDR5, SSD 512GB NVMe, T.VIDEO RTX 5050 8 GB, LED 15.6""  FHD (1920x1080), WCAM 1080P, TECLADO EN ESPAÑOL, SO.FREE         PN:83SC0055LM",4680.0,
16,NOTEBOOKS,"NBG HP OMEN 16 RYZEN 9 8940HX  5.3 GHz , 24GB DDR5, SSD 512 GB, GEFORCE RTX 5060 8 GB GDDR7, LED 15.6"" FHD (1920 x 1200 ), WCAM 720P, TECLADO EN ESPAÑOL, WIN 11.             PN:  D8RD8LA#ABM",8320.0,
17,NOTEBOOKS,"NBG HP OMEN 16 RYZEN 9 8940HX  5.3 GHz , 24GB DDR5, SSD 1TB, GEFORCE RTX 5070 8 GB GDDR7, LED 15.6"" FHD (1920 x 1200 ), WCAM 720P, TECLADO EN ESPAÑOL, WIN 11.             PN:  C2DA0LA#ABM",8600.0,
18,PROYECTORES,"PROYECTOR HAVIT PJ215 PRO, 250 LUMENS ANSI,  LCD ANDROID-TV, HDMI, USB, SPEAKER",720.0,
19,PROYECTORES,"PROYECTOR HAVIT PJ216A PRO, 300 LUMENS ANSI,  LCD ANDROID-TV,WIFI, HDMI, USB",760.0,
20,PROYECTORES,"PROYECTOR HAVIT PJ209A PRO BLANCO 450 LUMENS ANSI,  LCD ANDROID-TV, 1080P WIFI, HDMI, AVC, FHD",848.0,
21,PROYECTORES,"PROYECTOR HAVIT PJ300 PRO NEGRO 550 LUMENS ANSI,  LCD ANDROID-TV, 1080P WIFI, HDMI, AVC, FHD",1112.0,
22,PROYECTORES,"PROYECTOR EPSON POWERLITE E24 , PORTATIL, 3.600 LÚMENES, RESOLUCION XGA (1024 x 768), VGA, HDMI, ALTAVOZ 5 W,",1780.0,
23,PROYECTORES,"PROYECTOR EPSON LIFESTUDIO POP VERDE EF-61G, 700 LÚMENES, RESOLUCION 1080p, BLUETOOTH, HDMI, ALTAVOZ, 20.000 HORAS",2020.0,
24,PROYECTORES,"PROYECTOR EPSON POWERLITE X49 , 3600 LÚMENES, RESOLUCION XGA (1024 x 768), 3.600 LÚMENES, HDMI, USB TIPO A, USB TIPO B, D-SUB 15-PIN, RJ-45, RS-232",2272.0,
25,ROUTER,"ROUTER TP-LINK TL-WA850RE 300Mbps EXTENSOR DE RANGO WIFI, N300 2X2 MIMO",57.6,
26,ROUTER,ROUTER TP-LINK WI-FI WR840N 4EN1 AP/ROUTER/WISP/EXT RANGO 300Mbps 2 ANT.,60.0,
27,ROUTER,"ROUTER TP-LINK TL-WA855RE 300Mbps EXTENSOR DE RANGO WIFI, N300 2X2 MIMO",67.6,
28,ROUTER,"ROUTER TP-LINK ARCHER C20, WIFI 5 DUAL BAND, AC750, 3 ANTENAS",101.2,
29,ROUTER,ROUTER TP-LINK ARCHER C50 DUAL BAND AC1200 4 ANTENAS,101.2,
30,ROUTER,"ROUTER MERCUSYS MB115-4G, 300 Mbps SOPORTA HASTA 32 DISPOSITIVOS",123.6,
31,ROUTER,ROUTER TP-LINK ARCHER C64 AC1200 DUAL BAND WIFI 4 ANTENAS,135.6,
32,ROUTER,ROUTER TP-LINK ARCHER AX12 WiFi6 AX1500 DualBand Gigabit,141.2,
33,ROUTER,"ROUTER TP-LINK ARCHER C80 WIFI5 AC1900 DUALBAND GIGABIT, 4 ANTENAS",194.0,
34,ROUTER,ROUTER TP-LINK ARCHER C86 DUALBAND-MESH AC1900 6 ANTENAS,198.0,
35,ROUTER,ROUTER TP-LINK ARCHER AX53 DUAL BAND WI-FI6 AX3000 4 ANTENAS,256.0,
36,ROUTER,ROUTER TP-LINK TL-MR6400 APAC 300Mbps WIFI RANGE EXTENDER,290.0,
37,ROUTER,ROUTER TP-LINK ARCHER BE 220 BE3600 Dual-Band WIFI7 4 ANTENAS 5G,308.0,
38,ROUTER,ROUTER TP-LINK ARCHER AX72 WIFI6 AX5400 DUALBAND GIGABIT,467.6,
